,angle
1567,0.9260658621788024
6535,-0.9232431054115297
7295,-0.0340195074677467
5507,-1.22319757938385
2460,2.7985517978668213
1679,-2.1251108646392822
5698,-1.631610870361328
1775,-0.0285578146576881
61,-2.5208144187927246
3795,-2.580617666244507
7264,-1.4678072929382324
5074,-2.3471519947052
4840,0.0443152114748954
