-38.180648803711,1.788941502571,1.240241765976
-35.749618530273,4.014994621277,1.280510902405
-34.713665008545,5.220662593842,1.283033728600
-33.918006896973,7.263592243195,1.381105422974
-33.498958587646,9.368733406067,1.434882044792
-33.636760711670,11.105455398560,1.373527288437
-33.961994171143,12.720592498779,1.488142132759
-35.797843933105,15.438308715820,2.176839828491
-40.076484680176,21.147472381592,5.283723354340
-38.498512268066,2.323858499527,5.151125431061
-38.180648803711,1.788941502571,1.240241765976
